dataset,line_no,timestamp,level,component,message,template
HealthApp_2k,380,,,Step_LSC,20171223-22:17:23:851|Step_LSC|30002312|onStandStepChanged 3642,<HEX>-22:17:23:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,381,,,onExtend,20171223-22:17:23:861|Step_LSC|30002312|onExtend:1514038644000 2 0 4,<HEX>-22:17:23:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 2 0 4
HealthApp_2k,382,,,Step_SPUtils,20171223-22:17:24:151|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038560000##7068##548559##8661##16256##27287972,<HEX>-22:17:24:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,383,,,Step_SPUtils,20171223-22:17:24:152|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038560000##7070##548560##8661##16256##27288471,<HEX>-22:17:24:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,384,,,Step_ExtSDM,20171223-22:17:24:162|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=128124,<HEX>-22:17:24:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,385,,,Step_ExtSDM,20171223-22:17:24:166|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-22:17:24:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,386,,,Step_StandReportReceiver,20171223-22:17:24:167|Step_StandReportReceiver|30002312|REPORT : 7070 5047 151439 240,<HEX>-22:17:24:<NUM>|Step_StandReportReceiver|<HEX>|REPORT : <NUM> <NUM> <NUM> <NUM>
HealthApp_2k,387,,,Step_LSC,20171223-22:17:24:348|Step_LSC|30002312|onStandStepChanged 3643,<HEX>-22:17:24:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,388,,,onExtend,20171223-22:17:24:359|Step_LSC|30002312|onExtend:1514038645000 1 0 4,<HEX>-22:17:24:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 1 0 4
HealthApp_2k,389,,,Step_SPUtils,20171223-22:17:24:654|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038560000##7070##548560##8661##16256##27288471,<HEX>-22:17:24:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,390,,,Step_SPUtils,20171223-22:17:24:654|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038560000##7071##548561##8661##16256##27288973,<HEX>-22:17:24:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,391,,,Step_ExtSDM,20171223-22:17:24:664|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=128146,<HEX>-22:17:24:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,392,,,Step_ExtSDM,20171223-22:17:24:668|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-22:17:24:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,393,,,Step_StandReportReceiver,20171223-22:17:24:668|Step_StandReportReceiver|30002312|REPORT : 7071 5048 151460 240,<HEX>-22:17:24:<NUM>|Step_StandReportReceiver|<HEX>|REPORT : <NUM> <NUM> <NUM> <NUM>
HealthApp_2k,394,,,Step_LSC,20171223-22:17:24:848|Step_LSC|30002312|onStandStepChanged 3646,<HEX>-22:17:24:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,395,,,onExtend,20171223-22:17:24:860|Step_LSC|30002312|onExtend:1514038645000 3 0 4,<HEX>-22:17:24:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 3 0 4
HealthApp_2k,396,,,Step_SPUtils,20171223-22:17:25:150|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038560000##7071##548561##8661##16256##27288973,<HEX>-22:17:25:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,397,,,Step_SPUtils,20171223-22:17:25:151|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038560000##7074##548562##8661##16256##27289470,<HEX>-22:17:25:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,398,,,Step_ExtSDM,20171223-22:17:25:159|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=128210,<HEX>-22:17:25:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,399,,,Step_ExtSDM,20171223-22:17:25:162|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-22:17:25:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,400,,,Step_StandReportReceiver,20171223-22:17:25:163|Step_StandReportReceiver|30002312|REPORT : 7074 5050 151525 240,<HEX>-22:17:25:<NUM>|Step_StandReportReceiver|<HEX>|REPORT : <NUM> <NUM> <NUM> <NUM>
HealthApp_2k,401,,,Step_LSC,20171223-22:17:27:855|Step_LSC|30002312|onStandStepChanged 3646,<HEX>-22:17:27:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,402,,,onExtend,20171223-22:17:27:859|Step_LSC|30002312|onExtend:1514038648000 0 0 0,<HEX>-22:17:27:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 0
HealthApp_2k,403,,,Step_SPUtils,20171223-22:17:28:156|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038560000##7074##548562##8661##16256##27289470,<HEX>-22:17:28:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,404,,,Step_SPUtils,20171223-22:17:28:156|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038560000##7074##548563##8661##16256##27292475,<HEX>-22:17:28:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,405,,,Step_ExtSDM,20171223-22:17:28:166|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=128210,<HEX>-22:17:28:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,406,,,Step_ExtSDM,20171223-22:17:28:170|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-22:17:28:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,407,,,Step_LSC,20171223-22:17:44:849|Step_LSC|30002312|onStandStepChanged 3647,<HEX>-22:17:44:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,408,,,onExtend,20171223-22:17:44:869|Step_LSC|30002312|onExtend:1514038665000 1 0 4,<HEX>-22:17:44:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 1 0 4
HealthApp_2k,409,,,Step_SPUtils,20171223-22:17:45:151|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038560000##7074##548563##8661##16256##27292475,<HEX>-22:17:45:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,410,,,Step_SPUtils,20171223-22:17:45:151|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038560000##7075##548564##8661##16256##27309470,<HEX>-22:17:45:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,411,,,Step_ExtSDM,20171223-22:17:45:162|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=128231,<HEX>-22:17:45:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,412,,,Step_ExtSDM,20171223-22:17:45:166|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-22:17:45:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,413,,,Step_StandReportReceiver,20171223-22:17:45:169|Step_StandReportReceiver|30002312|REPORT : 7075 5051 151546 240,<HEX>-22:17:45:<NUM>|Step_StandReportReceiver|<HEX>|REPORT : <NUM> <NUM> <NUM> <NUM>
HealthApp_2k,414,,,Step_LSC,20171223-22:17:45:348|Step_LSC|30002312|onStandStepChanged 3649,<HEX>-22:17:45:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,415,,,onExtend,20171223-22:17:45:366|Step_LSC|30002312|onExtend:1514038666000 2 0 4,<HEX>-22:17:45:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 2 0 4
HealthApp_2k,416,,,Step_SPUtils,20171223-22:17:45:649|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038560000##7075##548564##8661##16256##27309470,<HEX>-22:17:45:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,417,,,Step_SPUtils,20171223-22:17:45:650|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038560000##7077##548565##8661##16256##27309969,<HEX>-22:17:45:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,418,,,Step_ExtSDM,20171223-22:17:45:663|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=128274,<HEX>-22:17:45:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,419,,,Step_ExtSDM,20171223-22:17:45:668|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-22:17:45:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,420,,,Step_StandReportReceiver,20171223-22:17:45:674|Step_StandReportReceiver|30002312|REPORT : 7077 5052 151589 240,<HEX>-22:17:45:<NUM>|Step_StandReportReceiver|<HEX>|REPORT : <NUM> <NUM> <NUM> <NUM>
HealthApp_2k,421,,,Step_LSC,20171223-22:17:45:851|Step_LSC|30002312|onStandStepChanged 3651,<HEX>-22:17:45:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,422,,,onExtend,20171223-22:17:45:856|Step_LSC|30002312|onExtend:1514038666000 2 0 4,<HEX>-22:17:45:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 2 0 4
HealthApp_2k,423,,,Step_SPUtils,20171223-22:17:46:154|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038560000##7077##548565##8661##16256##27309969,<HEX>-22:17:46:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,424,,,Step_SPUtils,20171223-22:17:46:154|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038560000##7079##548566##8661##16256##27310473,<HEX>-22:17:46:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,425,,,Step_ExtSDM,20171223-22:17:46:163|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=128317,<HEX>-22:17:46:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,426,,,Step_ExtSDM,20171223-22:17:46:167|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-22:17:46:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,427,,,Step_StandReportReceiver,20171223-22:17:46:170|Step_StandReportReceiver|30002312|REPORT : 7079 5054 151632 240,<HEX>-22:17:46:<NUM>|Step_StandReportReceiver|<HEX>|REPORT : <NUM> <NUM> <NUM> <NUM>
HealthApp_2k,428,,,Step_LSC,20171223-22:17:46:349|Step_LSC|30002312|onStandStepChanged 3653,<HEX>-22:17:46:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,429,,,onExtend,20171223-22:17:46:364|Step_LSC|30002312|onExtend:1514038667000 2 0 4,<HEX>-22:17:46:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 2 0 4
HealthApp_2k,430,,,Step_SPUtils,20171223-22:17:46:650|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038560000##7079##548566##8661##16256##27310473,<HEX>-22:17:46:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,431,,,Step_SPUtils,20171223-22:17:46:651|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038560000##7081##548567##8661##16256##27310970,<HEX>-22:17:46:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,432,,,Step_ExtSDM,20171223-22:17:46:659|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=128360,<HEX>-22:17:46:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,433,,,Step_ExtSDM,20171223-22:17:46:661|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-22:17:46:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,434,,,Step_StandReportReceiver,20171223-22:17:46:662|Step_StandReportReceiver|30002312|REPORT : 7081 5055 151675 240,<HEX>-22:17:46:<NUM>|Step_StandReportReceiver|<HEX>|REPORT : <NUM> <NUM> <NUM> <NUM>
HealthApp_2k,435,,,Step_LSC,20171223-22:17:46:848|Step_LSC|30002312|onStandStepChanged 3655,<HEX>-22:17:46:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,436,,,onExtend,20171223-22:17:46:858|Step_LSC|30002312|onExtend:1514038667000 2 0 4,<HEX>-22:17:46:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 2 0 4
HealthApp_2k,437,,,Step_SPUtils,20171223-22:17:47:153|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038560000##7081##548567##8661##16256##27310970,<HEX>-22:17:47:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,438,,,Step_SPUtils,20171223-22:17:47:154|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038560000##7083##548568##8661##16256##27311472,<HEX>-22:17:47:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,439,,,Step_ExtSDM,20171223-22:17:47:163|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=128403,<HEX>-22:17:47:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,440,,,Step_ExtSDM,20171223-22:17:47:165|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-22:17:47:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,441,,,Step_StandReportReceiver,20171223-22:17:47:166|Step_StandReportReceiver|30002312|REPORT : 7083 5057 151717 240,<HEX>-22:17:47:<NUM>|Step_StandReportReceiver|<HEX>|REPORT : <NUM> <NUM> <NUM> <NUM>
HealthApp_2k,442,,,Step_LSC,20171223-22:17:47:349|Step_LSC|30002312|onStandStepChanged 3656,<HEX>-22:17:47:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,443,,,onExtend,20171223-22:17:47:366|Step_LSC|30002312|onExtend:1514038668000 1 0 4,<HEX>-22:17:47:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 1 0 4
HealthApp_2k,444,,,Step_SPUtils,20171223-22:17:47:651|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038560000##7083##548568##8661##16256##27311472,<HEX>-22:17:47:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,445,,,Step_SPUtils,20171223-22:17:47:652|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038560000##7084##548569##8661##16256##27311970,<HEX>-22:17:47:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,446,,,Step_ExtSDM,20171223-22:17:47:659|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=128424,<HEX>-22:17:47:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,447,,,Step_ExtSDM,20171223-22:17:47:662|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-22:17:47:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,448,,,Step_StandReportReceiver,20171223-22:17:47:662|Step_StandReportReceiver|30002312|REPORT : 7084 5057 151739 240,<HEX>-22:17:47:<NUM>|Step_StandReportReceiver|<HEX>|REPORT : <NUM> <NUM> <NUM> <NUM>
HealthApp_2k,449,,,Step_LSC,20171223-22:17:47:848|Step_LSC|30002312|onStandStepChanged 3658,<HEX>-22:17:47:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,450,,,onExtend,20171223-22:17:47:854|Step_LSC|30002312|onExtend:1514038668000 2 0 4,<HEX>-22:17:47:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 2 0 4
HealthApp_2k,451,,,Step_SPUtils,20171223-22:17:48:148|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038560000##7084##548569##8661##16256##27311970,<HEX>-22:17:48:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,452,,,Step_SPUtils,20171223-22:17:48:149|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038560000##7086##548570##8661##16256##27312467,<HEX>-22:17:48:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,453,,,Step_ExtSDM,20171223-22:17:48:157|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=128467,<HEX>-22:17:48:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,454,,,Step_ExtSDM,20171223-22:17:48:162|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-22:17:48:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,455,,,Step_StandReportReceiver,20171223-22:17:48:164|Step_StandReportReceiver|30002312|REPORT : 7086 5059 151782 240,<HEX>-22:17:48:<NUM>|Step_StandReportReceiver|<HEX>|REPORT : <NUM> <NUM> <NUM> <NUM>
HealthApp_2k,456,,,Step_LSC,20171223-22:17:48:348|Step_LSC|30002312|onStandStepChanged 3660,<HEX>-22:17:48:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,457,,,onExtend,20171223-22:17:48:357|Step_LSC|30002312|onExtend:1514038669000 2 0 4,<HEX>-22:17:48:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 2 0 4
HealthApp_2k,458,,,Step_SPUtils,20171223-22:17:48:648|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038560000##7086##548570##8661##16256##27312467,<HEX>-22:17:48:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,459,,,Step_SPUtils,20171223-22:17:48:649|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038560000##7088##548571##8661##16256##27312967,<HEX>-22:17:48:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,460,,,Step_ExtSDM,20171223-22:17:48:656|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=128510,<HEX>-22:17:48:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,461,,,Step_ExtSDM,20171223-22:17:48:661|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-22:17:48:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,462,,,Step_StandReportReceiver,20171223-22:17:48:661|Step_StandReportReceiver|30002312|REPORT : 7088 5060 151824 240,<HEX>-22:17:48:<NUM>|Step_StandReportReceiver|<HEX>|REPORT : <NUM> <NUM> <NUM> <NUM>
HealthApp_2k,463,,,Step_LSC,20171223-22:17:48:848|Step_LSC|30002312|onStandStepChanged 3662,<HEX>-22:17:48:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,464,,,onExtend,20171223-22:17:48:853|Step_LSC|30002312|onExtend:1514038669000 2 0 4,<HEX>-22:17:48:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 2 0 4
HealthApp_2k,465,,,Step_SPUtils,20171223-22:17:49:149|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038560000##7088##548571##8661##16256##27312967,<HEX>-22:17:49:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,466,,,Step_SPUtils,20171223-22:17:49:149|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038560000##7090##548572##8661##16256##27313468,<HEX>-22:17:49:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,467,,,Step_ExtSDM,20171223-22:17:49:162|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=128553,<HEX>-22:17:49:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,468,,,Step_ExtSDM,20171223-22:17:49:166|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-22:17:49:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,469,,,Step_StandReportReceiver,20171223-22:17:49:166|Step_StandReportReceiver|30002312|REPORT : 7090 5062 151867 240,<HEX>-22:17:49:<NUM>|Step_StandReportReceiver|<HEX>|REPORT : <NUM> <NUM> <NUM> <NUM>
HealthApp_2k,470,,,Step_LSC,20171223-22:17:49:353|Step_LSC|30002312|onStandStepChanged 3664,<HEX>-22:17:49:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,471,,,onExtend,20171223-22:17:49:358|Step_LSC|30002312|onExtend:1514038670000 2 0 4,<HEX>-22:17:49:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 2 0 4
HealthApp_2k,472,,,Step_SPUtils,20171223-22:17:49:655|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038560000##7090##548572##8661##16256##27313468,<HEX>-22:17:49:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,473,,,Step_SPUtils,20171223-22:17:49:655|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038560000##7092##548573##8661##16256##27313974,<HEX>-22:17:49:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,474,,,Step_ExtSDM,20171223-22:17:49:661|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=128595,<HEX>-22:17:49:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,475,,,Step_ExtSDM,20171223-22:17:49:664|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-22:17:49:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,476,,,Step_StandReportReceiver,20171223-22:17:49:664|Step_StandReportReceiver|30002312|REPORT : 7092 5063 151910 240,<HEX>-22:17:49:<NUM>|Step_StandReportReceiver|<HEX>|REPORT : <NUM> <NUM> <NUM> <NUM>
HealthApp_2k,477,,,Step_LSC,20171223-22:17:49:848|Step_LSC|30002312|onStandStepChanged 3666,<HEX>-22:17:49:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,478,,,onExtend,20171223-22:17:49:854|Step_LSC|30002312|onExtend:1514038670000 2 0 4,<HEX>-22:17:49:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 2 0 4
HealthApp_2k,479,,,Step_SPUtils,20171223-22:17:50:149|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514038560000##7092##548573##8661##16256##27313974,<HEX>-22:17:50:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,480,,,Step_SPUtils,20171223-22:17:50:149|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514038560000##7094##548574##8661##16256##27314468,<HEX>-22:17:50:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,481,,,Step_ExtSDM,20171223-22:17:50:156|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=128638,<HEX>-22:17:50:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,482,,,Step_ExtSDM,20171223-22:17:50:158|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-22:17:50:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,483,,,Step_StandReportReceiver,20171223-22:17:50:160|Step_StandReportReceiver|30002312|REPORT : 7094 5065 151953 240,<HEX>-22:17:50:<NUM>|Step_StandReportReceiver|<HEX>|REPORT : <NUM> <NUM> <NUM> <NUM>
HealthApp_2k,484,,,Step_LSC,20171223-22:17:50:348|Step_LSC|30002312|onStandStepChanged 3667,<HEX>-22:17:50:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
