timestamp,raw,final_label,severity,owner_team,tags,cluster_id,t5_template,cluster_template,auto_label
,[2025-09-03T03:38:25.0000 sched: Allocate JobId=974 NodeList=cpu-8c-std-dy-c7i4xlarge-2 #CPUs=8 Partition=cpu-8c-std,job_allocate,info,scheduler,"job,allocate,node,cpu-8c-std",13,cpu-8c-std-dy-c7i4xlarge-2-dy-c7i4xlarge-2]-dy-c7i4xlarge-2] [2025-09-03T03:38:25.0000 s,<*> sched: Allocate <*> <*> #CPUs=8 Partition=cpu-8c-std,job_allocate
,[2025-09-03T09:53:15.0000 AUTH: authentication failure for user admin,auth_failure,high,security,"auth,security,login_failure",7,[2025-09-03T09:53:15.0000 AUTH: authentication failure for user admin] [2025-09-03T09:53:15.0000 AUTH: authentication failure for user admin] [2025-09-03T09:53:15.0000,<*> AUTH: authentication failure for user admin,auth_failure
,[2025-09-03T18:14:17.0000 Node cpu-8c-std-dy-c7i4xlarge-1 now responding,node_now_responding,info,infra,"node,recovered,online",8,cpu-8c-std-dy-c7i4xlarge-1 now responding now now]-c7i4xlarge-1 now responding now-c7i4xlarge-1]-c7i4xlarge-1-5-0,<*> Node <*> now responding,node_now_responding
,[2025-09-03T21:22:08.0000 POWER: Node cpu-8c-std-dy-c7i4xlarge-4 powered up with instance_id=i-1985197,cluster_power_node_online,info,infra,"power,node,online",15,cpu=8c-std-dy-c7i4xlarge-4.]]-c7i4xlarge-4]-i4xlarge-42025-09-03T21:22:08.0000] [5-0,<*> POWER: Node cpu-8c-std-dy-c7i4xlarge-4 powered up with instance_id=i-1985197,cluster_power_node_online
,[2025-09-03T06:40:51.0000 _slurm_rpc_submit_batch_job: JobId=982 InitPrio=30833 usec=6290,job_submit_batch,info,scheduler,"job,submit,batch",61,[2025-09-03T06:40:40.0000 _slurm_rpc_submit_batch_job: JobId=982 InitPrio=30833 usec=6290 [2025-09-03T06:40:,[2025-09-03T06:40:51.0000 _slurm_rpc_submit_batch_job: JobId=982 InitPrio=30833 usec=6290,job_submit_batch
,"[2025-09-03T15:29:03.0000 SchedulerParameters=preempt_youngest_first,bf_resolution=60,bf_window=4320",scheduler_parameters,info,scheduler,"scheduler,config",3,"2025-09-03T15:29:03.0000 SchedulerParameters=preempt_youngest_first,bf_resolution=60,bf_window=4320] [2025-09-03T15:29:03.0000 SchedulerPara","<*> SchedulerParameters=preempt_youngest_first,bf_resolution=60,bf_window=4320",scheduler_parameters
,[2025-09-03T17:13:55.0000 State of 0 reservations recovered,cluster_state_recovered_no_reservations,info,scheduler,"cluster,state,recovered,no_reservations",5,2025-09-03T17:13:55.0000 State of.2025-09-03T17:13:55.0000 State of 0 reservations recovered recovered.0000] [2025-09-03T17:13:55.0000 State of 0 reservations recovered,<*> State of 0 reservations recovered,cluster_state_recovered_no_reservations
,[2025-09-03T01:52:53.0000 DISK: scrubber error while cleaning temp files,disk_scrubber_error,high,storage,"disk,scrubber,error",14,] [2025-09T01:52:53.0000 DISK: scrubber error while cleaning temp files..]] [2025-09-03T01:52:53.0000 DISK: scrubber error while cleaning temp files..],<*> DISK: scrubber error while cleaning temp files,disk_scrubber_error
,[2025-09-03T18:45:37.0000 AUTH: authentication failure for user admin,auth_failure,high,security,"auth,security,login_failure",7,[2025-09-03T18:45:37.0000 AUTH: authentication failure for user admin] [2025-09-03T18:45:37.0000 AUTH: authentication failure for user admin] [2025-09-03T18:45:37.0000,<*> AUTH: authentication failure for user admin,auth_failure
,[2025-09-03T14:55:01.0000 _slurm_rpc_submit_batch_job: JobId=963 InitPrio=31283 usec=6299,job_submit_batch,info,scheduler,"job,submit,batch",62,[2025-09-03T14:55:01.0000 _slurm_rpc_submit_batch_job: JobId=963 InitPrio=31283 usec=6299 [2025-09-03T14:55:01.,[2025-09-03T14:55:01.0000 _slurm_rpc_submit_batch_job: JobId=963 InitPrio=31283 usec=6299,job_submit_batch
,"[2025-09-03T18:06:45.0000 Gres Name=gpu Type=l4 Count=5 Flags=HAS_FILE,HAS_TYPE,ENV_NVML",gpu_inventory_update,info,infra,"gpu,l4,inventory",12,2025-09-03T18:06:06.0000 Gres] [2025-09-03T18:06:05.0000 Gres] [2025-09-03T18:06:06.0000 Gres] [2025-09-03T18:06:05.0000,"<*> Gres Name=gpu Type=l4 <*> Flags=HAS_FILE,HAS_TYPE,ENV_NVML",gpu_inventory_update
,[2025-09-03T00:51:55.0000 POWER: Power save mode: 325 nodes,cluster_power_save_mode,info,infra,"power,save,cluster",18,[2025-09-03T00:51:55.0000 POWER: Power save mode: 325 nodes: [2025-09-03T00:51:55.0000 POWER: [2025-09-03T00:51:55.0000 POWER: Power save mode,<*> POWER: Power save mode: <*> nodes,cluster_power_save_mode
,[2025-09-03T17:41:32.0000 Node cpu-8c-std-dy-c7i4xlarge-3 now responding,node_now_responding,info,infra,"node,recovered,online",8,[2025-09-03T17:41:32.0000 Node cpu-8c-std-dy-c7i4xlarge-3 now responding now now]-c7i4xlarge-3]-c7i4x-,<*> Node <*> now responding,node_now_responding
,[2025-09-03T08:52:35.0000 sched: Allocate JobId=1016 NodeList=cpu-8c-std-dy-c7i4xlarge-5 #CPUs=8 Partition=cpu-8c-std,job_allocate,info,scheduler,"job,allocate,node,cpu-8c-std",13,2025-09-03T08:52:35.0000 sched:-dy-c7i4xlarge-5]d-dy-c7i4xlarge-5] [2025-09-03T08:52:35.0000 sched,<*> sched: Allocate <*> <*> #CPUs=8 Partition=cpu-8c-std,job_allocate
,[2025-09-03T04:24:19.0000 State of 0 reservations recovered,cluster_state_recovered_no_reservations,info,scheduler,"cluster,state,recovered,no_reservations",5,2025-09-03T04:24:19.0000 State of 0 reservations recovered recovered recovered recovered2025-09-03T04:24:19.0000 State of0000] [2025-09-03T04:24:19.0000 State of 0 reservations recovered,<*> State of 0 reservations recovered,cluster_state_recovered_no_reservations
,"[2025-09-03T16:00:45.0000 SchedulerParameters=preempt_youngest_first,bf_resolution=60,bf_window=4320",scheduler_parameters,info,scheduler,"scheduler,config",3,"2025-09-03T16:00:00.0000] [2025-09-03T16:00:00.0000 SchedulerParameters=preempt_youngest_first,bf_resolution=60,bf_window=4320,bf_","<*> SchedulerParameters=preempt_youngest_first,bf_resolution=60,bf_window=4320",scheduler_parameters
,[2025-09-03T20:05:42.0000 sched: Allocate JobId=966 NodeList=cpu-8c-std-dy-c7i4xlarge-3 #CPUs=8 Partition=cpu-8c-std,job_allocate,info,scheduler,"job,allocate,node,cpu-8c-std",13,[2025-09-03T20:05:42.0000 sched: Allocate JobId=966-dy-c7i4xlarge-3]d-dy-c7i4xlarge-3] [2025-09-03T,<*> sched: Allocate <*> <*> #CPUs=8 Partition=cpu-8c-std,job_allocate
,[2025-09-03T21:35:04.0000 DISK: /var is 86% full on node cpu-8c-std,disk_usage_high,warning,storage,"disk,usage,high",24,/var is 86% full on node cpu-8c-std] [2025-09-03T21:35:04.0000 DISK:] /var is 86% full on node cpu-8c-std],<*> DISK: /var is <*> full on node cpu-8c-std,disk_usage_high
,[2025-09-03T17:51:05.0000 NETWORK: latency to storage cluster exceeded threshold,network_latency_storage_cluster,warning,network,"network,latency,storage",2,latency to storage cluster exceeded threshold..].] [2025-09-03T17:51:05.0000 NETWORK: latency to storage cluster exceeded threshold..] [2025-09-03T17:51:05.0000 NETWORK:,<*> NETWORK: latency to storage cluster exceeded threshold,network_latency_storage_cluster
,[2025-09-03T21:06:52.0000 sched: Allocate JobId=965 NodeList=cpu-8c-std-dy-c7i4xlarge-2 #CPUs=8 Partition=cpu-8c-std,job_allocate,info,scheduler,"job,allocate,node,cpu-8c-std",13,2025-09-03T21:06:52.0000-dy-c7i4xlarge-2]dy-c7i4xlarge-2] [2025-09-03T21:06:52.0000 sched: Allocate JobI,<*> sched: Allocate <*> <*> #CPUs=8 Partition=cpu-8c-std,job_allocate
,[2025-09-03T23:56:12.0000 POWER: power_save: waking nodes cpu-8c-std-dy-c7i4xlarge-4,cluster_power_save_wake,info,infra,"power,save,wakeup",19,] [2025-09-03T23:56:12.0000 POWER: power_save: waking nodes]] [2025-09-03T23:56:12.0000 POWER: power_save: waking nodes]-,<*> POWER: power_save: waking nodes cpu-8c-std-dy-c7i4xlarge-4,cluster_power_save_wake
,"[2025-09-03T15:42:01.0000 SchedulerParameters=preempt_youngest_first,bf_resolution=60,bf_window=4320",scheduler_parameters,info,scheduler,"scheduler,config",3,"2025-09-03T15:42:01.0000 SchedulerParameters=preempt_youngest_first,bf_resolution=60,bf_window=4320] [2025-09-03T15:42:01.0000 SchedulerPara","<*> SchedulerParameters=preempt_youngest_first,bf_resolution=60,bf_window=4320",scheduler_parameters
,[2025-09-03T17:06:53.0000 POWER: Power save mode: 329 nodes,cluster_power_save_mode,info,infra,"power,save,cluster",18,[2025-09-03T17:06:53.0000 POWER: Power save mode: 329 nodes. [2025-09-03T17:06:53.0000 POWER: Power save mode: 329 nodes.,<*> POWER: Power save mode: <*> nodes,cluster_power_save_mode
,[2025-09-03T10:10:21.0000 sched: Allocate JobId=999 NodeList=cpu-8c-std-dy-c7i4xlarge-1 #CPUs=8 Partition=cpu-8c-std,job_allocate,info,scheduler,"job,allocate,node,cpu-8c-std",13,] [2025-09-03T10:10:21.0000 sched: Allocate JobId=999-dy-c7i4xlarge-1]-dy-c7i4xlarge-1] [2025-09-03T10,<*> sched: Allocate <*> <*> #CPUs=8 Partition=cpu-8c-std,job_allocate
,[2025-09-03T19:15:02.0000 NETWORK: latency to storage cluster exceeded threshold,network_latency_storage_cluster,warning,network,"network,latency,storage",2,latency to storage cluster exceeded threshold.....2025-09-03T19:15:02.0000] [2025-09-03T19:15:02.0000 NETWORK: latency to storage cluster exceeded threshold..2025-09-,<*> NETWORK: latency to storage cluster exceeded threshold,network_latency_storage_cluster
,[2025-09-03T15:23:44.0000 AUTH: authentication failure for user admin,auth_failure,high,security,"auth,security,login_failure",7,[2025-09-03T15:23:44.0000 AUTH: authentication failure for user admin] [2025-09-03T15:23:44.0000 AUTH: authentication failure for user admin] [2025-09-03T15:23:44.0000,<*> AUTH: authentication failure for user admin,auth_failure
,[2025-09-03T13:28:31.0000 _slurm_rpc_submit_batch_job: JobId=1025 InitPrio=30573 usec=6786,job_submit_batch,info,scheduler,"job,submit,batch",63,] [2025-09-03T13:28:31.0000 [2025-09-03T13:28:31.0000 _slurm_rpc_submit_batch_job: [2025-09-03T13:28:31.0000,[2025-09-03T13:28:31.0000 _slurm_rpc_submit_batch_job: JobId=1025 InitPrio=30573 usec=6786,job_submit_batch
,[2025-09-03T05:06:11.0000 Node cpu-8c-std-dy-c7i4xlarge-5 now responding,node_now_responding,info,infra,"node,recovered,online",8,[2025-09-03T05:06:11.0000 Node cpu-8c-std-dy-c7i4xlarge-5 now responding now now]-c7i4xlarge-5] [2025-09-03T05:06,<*> Node <*> now responding,node_now_responding
,[2025-09-03T23:04:11.0000 POWER: power_save: waking nodes cpu-8c-std-dy-c7i4xlarge-4,cluster_power_save_wake,info,infra,"power,save,wakeup",19,] [2025-09-03T23:04:11.0000 POWER: power_save: waking nodes]] POWER: power_save: waking nodes] POWER: power_save: waking nodes-,<*> POWER: power_save: waking nodes cpu-8c-std-dy-c7i4xlarge-4,cluster_power_save_wake
